,Unnamed: 0,player_id,player_name,club,birthday,age,foot,position_id,squad_num,total_xG,total_xA,total_xG+xA,goals,xG+xA/90,transfer_value(USD),total_minutes_played
434,422,75048.0,Gerónimo Poblete,Squad Club Atlético San Lorenzo de Almagro,"Jan 2, 1993 (25)",25,right,Midfielder,17.0,0.07999999821186066,0.0,0.08,0.0,0.02,1.71,450.0
435,423,39479.0,Eugenio Mena,Squad Racing Club,"Jul 18, 1988 (30)",30,left,Defender,5.0,0.07999999821186066,0.08,0.16,0.0,0.02,1.71,806.45
436,424,145031.0,Julián Vitale,Squad Club Atlético San Martín (Tucumán),"Jun 21, 1995 (23)",23,right,Midfielder,15.0,0.07999999821186066,0.0,0.08,0.0,0.02,0.34,387.57
437,425,126655.0,Emanuel Reynoso,Squad Club Atlético Boca Juniors,"Nov 16, 1995 (23)",23,left,Midfielder,30.0,0.07999999821186066,0.0,0.08,0.0,0.08,6.86,85.07
438,426,56290.0,Pablo Magnín,Squad Club Atlético San Martín (SJ),"Apr 25, 1990 (28)",28,right,Forward,11.0,0.07999999821186066,0.08,0.16,0.0,0.26,0.23,54.47
439,427,173026.0,Matías Nani,Squad Club Atlético Belgrano,"Mar 26, 1998 (20)",20,left,Defender,6.0,0.07999999821186066,0.0,0.08,0.0,0.02,0.09,450.0
440,428,51917.0,Facundo Quignón,Squad Club Atlético Lanús,"May 2, 1993 (25)",25,left,Midfielder,19.0,0.07999999821186066,0.0,0.08,0.0,0.01,2.29,571.25
441,429,20311.0,Matías Ibáñez,Squad Club Atlético Lanús,"Dec 16, 1986 (31)",31,right,Goalie,12.0,0.07999999821186066,0.08,0.16,0.0,0.02,0.57,630.0
442,430,89002.0,Lautaro Geminiani,Squad Club Atlético Patronato de la Juventud Católica,"Mar 2, 1991 (27)",27,right,Defender,4.0,0.07999999821186066,0.0,0.08,0.0,0.01,0.29,630.0
443,431,208434.0,Maximiliano Martínez,Squad Club Atlético San Martín (Tucumán),"Sep 1, 1992 (26)",26,left,Defender,3.0,0.07000000029802322,0.0,0.07,0.0,0.01,,920.45
444,432,106104.0,Víctor Salazar,Squad Club Atlético San Lorenzo de Almagro,"May 26, 1993 (25)",25,right,Defender,29.0,0.07000000029802322,0.07,0.14,0.0,0.01,1.44,881.12
445,433,200953.0,Matías Ruiz Díaz,Squad Club Estudiantes de La Plata,"Sep 9, 1996 (22)",22,right,Defender,20.0,0.07000000029802322,0.07,0.14,0.0,0.14,0.17,90.0
446,434,46432.0,Milton Casco,Squad Club Atlético River Plate,"Apr 11, 1988 (30)",30,right,Defender,20.0,0.07000000029802322,0.07,0.14,0.0,0.03,1.14,450.0
447,435,208534.0,Francisco Ortega,Squad Club Atlético Vélez Sarsfield,"Feb 19, 1999 (19)",19,left,Defender,34.0,0.07000000029802322,0.07,0.14,0.0,0.04,0.46,360.0
448,436,155.0,Neri Cardozo,Squad Racing Club,"Aug 8, 1986 (32)",32,left,Midfielder,19.0,0.07000000029802322,0.07,0.14,0.0,0.04,2.06,310.78
449,437,16658.0,Diego Arismendi,Squad Club Atlético Rosario Central,"Jan 25, 1988 (30)",30,right,Midfielder,14.0,0.07000000029802322,0.07,0.14,0.0,0.15,0.57,84.5
450,438,15839.0,Juan Quiroga,Squad Club Atlético Belgrano,"Apr 20, 1982 (36)",36,left,Defender,29.0,0.07000000029802322,0.0,0.07,0.0,0.01,0.06,710.38
451,439,30724.0,José Fernández,Squad Club Atlético Rosario Central,"Oct 26, 1987 (31)",31,left,Midfielder,11.0,0.07000000029802322,0.07,0.14,0.0,0.17,0.91,74.3
452,440,58039.0,Leandro Sapetti,Squad Club Atlético Aldosivi,"Jan 30, 1989 (29)",29,left,Defender,26.0,0.07000000029802322,0.0,0.07,0.0,0.07,0.34,90.0
453,441,192402.0,Tomás Attis,Squad Club Atlético Belgrano,"Oct 2, 1999 (19)",19,right,Forward,28.0,0.07000000029802322,0.0,0.07,0.0,0.07,0.17,86.92
454,442,1118.0,Leonardo Ponzio,Squad Club Atlético River Plate,"Jan 29, 1982 (36)",36,right,Midfielder,23.0,0.059999998658895486,0.0,0.06,0.0,0.02,0.86,331.48
455,443,163540.0,Carlo Lattanzio,Squad Club Estudiantes de La Plata,"Jul 25, 1997 (21)",21,left,Midfielder,30.0,0.059999998658895486,0.0,0.06,0.0,0.04,0.29,144.3
456,444,16056.0,Facundo Oreja,Squad Club de Gimnasia y Esgrima La Plata,"Jun 14, 1982 (36)",36,right,Defender,4.0,0.059999998658895486,0.0,0.06,0.0,0.01,0.17,666.03
457,445,173028.0,Gabriel Carrasco,Squad Club Atlético Lanús,"Mar 7, 1997 (21)",21,right,Defender,27.0,0.059999998658895486,0.06,0.12,0.0,0.12,0.46,90.0
458,446,193908.0,Tomás Guidara,Squad Club Atlético Belgrano,"Mar 13, 1996 (22)",22,right,Defender,4.0,0.059999998658895486,0.06,0.12,0.0,0.01,1.44,900.0
459,447,79279.0,Gianni Rodríguez,Squad Club Atlético San Martín (SJ),"Jun 7, 1994 (24)",24,left,Defender,17.0,0.05000000074505806,0.0,0.05,0.0,0.01,0.26,367.2
460,448,29319.0,Lucas Ceballos,Squad Club Atlético Patronato de la Juventud Católica,"Jan 3, 1987 (31)",31,right,Defender,3.0,0.05000000074505806,0.0,0.05,0.0,0.01,0.57,534.12
461,449,168681.0,Gonzalo Montiel,Squad Club Atlético River Plate,"Jan 1, 1997 (21)",21,right,Defender,29.0,0.05000000074505806,0.05,0.1,0.0,0.03,2.29,270.0
462,450,215759.0,Franco Sivetti,Squad Club Estudiantes de La Plata,"May 30, 1998 (20)",20,-,Midfielder,27.0,0.05000000074505806,0.05,0.1,0.0,0.05,,180.73
463,451,174331.0,Francis Mac Allister,Squad Asociación Atlética Argentinos Juniors,"Oct 30, 1995 (23)",23,right,Midfielder,5.0,0.05000000074505806,0.05,0.1,0.0,0.06,0.86,151.23
464,452,127048.0,Ezequiel Bonifacio,Squad Club de Gimnasia y Esgrima La Plata,"May 9, 1994 (24)",24,right,Defender,6.0,0.05000000074505806,0.0,0.05,0.0,0.01,0.57,556.53
465,453,196097.0,Agustín Verdugo,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Sep 18, 1997 (21)",21,right,Midfielder,26.0,0.05000000074505806,0.05,0.1,0.0,0.03,0.46,311.57
466,454,24484.0,Damián Lemos,Squad Club Atlético Patronato de la Juventud Católica,"Jan 31, 1989 (29)",29,right,Midfielder,24.0,0.05000000074505806,0.05,0.1,0.0,0.01,0.29,845.17
467,455,3173.0,Gonzalo Prósperi,Squad Club Atlético San Martín (SJ),"Sep 28, 1985 (33)",33,right,Defender,4.0,0.05000000074505806,0.05,0.1,0.0,0.05,0.29,192.03
468,456,33966.0,Sebastián Luna,Squad Club Atlético Belgrano,"Dec 25, 1987 (30)",30,left,Defender,21.0,0.05000000074505806,0.0,0.05,0.0,0.01,0.46,633.72
469,457,61.0,Gastón Machín,Squad Asociación Atlética Argentinos Juniors,"Feb 23, 1983 (35)",35,right,Midfielder,8.0,0.03999999910593033,0.04,0.08,0.0,0.01,0.23,716.82
470,458,182947.0,Juan Andrada,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Jan 4, 1995 (23)",23,right,Midfielder,30.0,0.03999999910593033,0.0,0.04,0.0,0.01,1.14,266.18
471,459,204820.0,Leonel Ferroni,Squad Club Atlético Newell's Old Boys,"Jan 29, 1996 (22)",22,left,Defender,20.0,0.03999999910593033,0.04,0.08,0.0,0.02,0.17,324.53
472,460,100730.0,Oscar Cabezas,Squad Club Atlético Rosario Central,"Dec 22, 1996 (21)",21,left,Defender,26.0,0.03999999910593033,0.0,0.04,0.0,0.01,0.57,585.07
473,461,49599.0,Emiliano Albín,Squad Club Atlético San Martín (Tucumán),"Jan 24, 1989 (29)",29,right,Defender,24.0,0.03999999910593033,0.0,0.04,0.0,0.02,0.29,157.15
474,462,169452.0,Luciano Perdomo,Squad Club de Gimnasia y Esgrima La Plata,"Sep 10, 1996 (22)",22,right,Midfielder,38.0,0.03999999910593033,0.0,0.04,0.0,0.02,0.57,210.72
475,463,81332.0,Gastón Gil Romero,Squad Club Atlético Belgrano,"May 6, 1993 (25)",25,right,Midfielder,8.0,0.03999999910593033,0.04,0.08,0.0,0.02,0.57,476.68
476,464,113707.0,Julián Chicco,Squad Club Atlético Boca Juniors,"Jan 13, 1998 (20)",20,right,Midfielder,40.0,0.03999999910593033,0.04,0.08,0.0,0.04,0.69,174.35
477,465,2132.0,Pablo Guiñazú,Squad Club Atlético Talleres,"Aug 26, 1978 (40)",40,left,Midfielder,5.0,0.03999999910593033,0.0,0.04,0.0,0.0,0.46,1139.23
478,466,153268.0,Nicolás Delgadillo,Squad Club Atlético Vélez Sarsfield,"Oct 2, 1997 (21)",21,left,Forward,33.0,0.03999999910593033,0.04,0.08,0.0,0.06,1.14,124.55
479,467,186634.0,Matías Fonseca,Squad Club Atlético Patronato de la Juventud Católica,"Oct 4, 1995 (23)",23,right,Forward,41.0,0.03999999910593033,0.0,0.04,0.0,0.1,,35.15
480,468,169461.0,Brian Blasi,Squad Club Atlético Unión (Santa Fe),"Feb 8, 1996 (22)",22,right,Defender,17.0,0.03999999910593033,0.04,0.08,0.0,0.08,0.29,90.0
481,469,106024.0,Agustín Sandona,Squad Club Atlético Patronato de la Juventud Católica,"May 1, 1993 (25)",25,right,Defender,34.0,0.03999999910593033,0.0,0.04,0.0,0.01,0.34,540.0
